ENERDATA,SBS,EF,IEA,flow
Diesel final consumption of navigation.Mtoe,PN,GDO,GAS_DIESEL_OIL_NONBIO,DOMESNAV
NA,PN,REN,NA,DOMESNAV
NA,PN,LGN,LIGNITE,DOMESNAV
NA,PN,CRO,CRUDE_OIL,DOMESNAV
NA,PN,LPG,LPG,DOMESNAV
NA,PN,GSL,MOTOR_GASOLINE_NONBIO,DOMESNAV
NA,PN,KRS,KEROSENE_JET_NONBIO,DOMESNAV
NA,PN,RFO,FUEL_OIL_RESIDUAL,DOMESNAV
NA,PN,OLQ,LIQBIOFUEL_OTH,DOMESNAV
NA,PN,NGS,NATURAL_GAS,DOMESNAV
NA,PN,OGS,TCOKEOVS,DOMESNAV
NA,PN,NUC,NUCLEAR,DOMESNAV
NA,PN,STE,NA,DOMESNAV
NA,PN,HYD,HYDRO,DOMESNAV
NA,PN,WND,WIND,DOMESNAV
NA,PN,SOL,SOLAR_PV,DOMESNAV
NA,PN,BMSWAS,PRIMARY_SOLID_BIOFUEL,DOMESNAV
NA,PN,GEO,GEOTHERMAL,DOMESNAV
NA,PN,MET,NA,DOMESNAV
NA,PN,ETH,ETHANE,DOMESNAV
NA,PN,BGDO,BIODIESEL,DOMESNAV
NA,PN,H2F,NA,DOMESNAV
NA,PN,ELC,ELECTRICITY,DOMESNAV
NA,PN,STE1AL,NA,DOMESNAV
NA,PN,STE1AH,MAINHEAT,DOMESNAV
NA,PN,STE1AD,NA,DOMESNAV
NA,PN,STE1AR,NA,DOMESNAV
NA,PN,STE1AG,NA,DOMESNAV
NA,PN,STE1AB,NA,DOMESNAV
NA,PN,STE1AH2F,NA,DOMESNAV
NA,PN,STE2LGN,NA,DOMESNAV
NA,PN,STE2OSL,NA,DOMESNAV
NA,PN,STE2GDO,NA,DOMESNAV
NA,PN,STE2RFO,NA,DOMESNAV
NA,PN,STE2OLQ,NA,DOMESNAV
NA,PN,STE2NGS,NA,DOMESNAV
NA,PN,STE2OGS,NA,DOMESNAV
NA,PN,STE2BMS,NA,DOMESNAV
NA,PN,PHEVGSL,NA,DOMESNAV
NA,PN,PHEVGDO,NA,DOMESNAV
NA,PN,CHEVGSL,NA,DOMESNAV
NA,PN,CHEVGDO,NA,DOMESNAV
NA,PN,SLD,NA,DOMESNAV
NA,PN,GAS,NA,DOMESNAV
NA,PN,LQD,NA,DOMESNAV
NA,PN,OLQT,NA,DOMESNAV
NA,PN,NFF,NA,DOMESNAV
NA,PN,NEF,NA,DOMESNAV
NA,PN,HEATPUMP,NA,DOMESNAV
NA,BU,REN,NA,BUNKERS_MARINE
NA,BU,HCL,COAL,BUNKERS_MARINE
NA,BU,LGN,LIGNITE,BUNKERS_MARINE
Heavy fuel oil consumption for marine bunkers.Mt,BU,CRO,CRUDE_OIL,BUNKERS_MARINE
NA,BU,LPG,LPG,BUNKERS_MARINE
NA,BU,GSL,MOTOR_GASOLINE_NONBIO,BUNKERS_MARINE
NA,BU,KRS,KEROSENE_JET_NONBIO,BUNKERS_MARINE
"Diesel, heating oil consumption for marine bunkers.Mt",BU,GDO,GAS_DIESEL_OIL_NONBIO,BUNKERS_MARINE
NA,BU,RFO,FUEL_OIL_RESIDUAL,BUNKERS_MARINE
NA,BU,OLQ,LIQBIOFUEL_OTH,BUNKERS_MARINE
NA,BU,NGS,NATURAL_GAS,BUNKERS_MARINE
NA,BU,OGS,TCOKEOVS,BUNKERS_MARINE
NA,BU,NUC,NUCLEAR,BUNKERS_MARINE
NA,BU,STE,NA,BUNKERS_MARINE
NA,BU,HYD,HYDRO,BUNKERS_MARINE
NA,BU,WND,WIND,BUNKERS_MARINE
NA,BU,SOL,SOLAR_PV,BUNKERS_MARINE
NA,BU,BMSWAS,PRIMARY_SOLID_BIOFUEL,BUNKERS_MARINE
NA,BU,GEO,GEOTHERMAL,BUNKERS_MARINE
NA,BU,MET,NA,BUNKERS_MARINE
NA,BU,ETH,ETHANE,BUNKERS_MARINE
NA,BU,BGDO,BIODIESEL,BUNKERS_MARINE
NA,BU,H2F,NA,BUNKERS_MARINE
NA,BU,ELC,ELECTRICITY,BUNKERS_MARINE
NA,BU,STE1AL,NA,BUNKERS_MARINE
NA,BU,STE1AH,MAINHEAT,BUNKERS_MARINE
NA,BU,STE1AD,NA,BUNKERS_MARINE
NA,BU,STE1AR,NA,BUNKERS_MARINE
NA,BU,STE1AG,NA,BUNKERS_MARINE
NA,BU,STE1AB,NA,BUNKERS_MARINE
NA,BU,STE1AH2F,NA,BUNKERS_MARINE
NA,BU,STE2LGN,NA,BUNKERS_MARINE
NA,BU,STE2OSL,NA,BUNKERS_MARINE
NA,BU,STE2GDO,NA,BUNKERS_MARINE
NA,BU,STE2RFO,NA,BUNKERS_MARINE
NA,BU,STE2OLQ,NA,BUNKERS_MARINE
NA,BU,STE2NGS,NA,BUNKERS_MARINE
NA,BU,STE2OGS,NA,BUNKERS_MARINE
NA,BU,STE2BMS,NA,BUNKERS_MARINE
NA,BU,PHEVGSL,NA,BUNKERS_MARINE
NA,BU,PHEVGDO,NA,BUNKERS_MARINE
NA,BU,CHEVGSL,NA,BUNKERS_MARINE
NA,BU,CHEVGDO,NA,BUNKERS_MARINE
NA,BU,SLD,NA,BUNKERS_MARINE
NA,BU,GAS,NA,BUNKERS_MARINE
NA,BU,LQD,NA,BUNKERS_MARINE
NA,BU,OLQT,NA,BUNKERS_MARINE
NA,BU,NFF,NA,BUNKERS_MARINE
NA,BU,NEF,NA,BUNKERS_MARINE
NA,BU,HEATPUMP,NA,BUNKERS_MARINE
NA,NEN,REN,NA,NE_TOT
Coal final consumption of non energy uses.Mtoe,NEN,HCL,COAL,NE_TOT
NA,NEN,LGN,LIGNITE,NE_TOT
Oil final consumption of non energy uses.Mtoe,NEN,CRO,CRUDE_OIL,NE_TOT
LPG final consumption of non energy uses.Mtoe,NEN,LPG,LPG,NE_TOT
NA,NEN,GSL,MOTOR_GASOLINE_NONBIO,NE_TOT
NA,NEN,KRS,KEROSENE_JET_NONBIO,NE_TOT
NA,NEN,GDO,GAS_DIESEL_OIL_NONBIO,NE_TOT
NA,NEN,RFO,FUEL_OIL_RESIDUAL,NE_TOT
NA,NEN,OLQ,LIQBIOFUEL_OTH,NE_TOT
Natural gas final consumption of non energy uses.Mtoe,NEN,NGS,NATURAL_GAS,NE_TOT
NA,NEN,OGS,TCOKEOVS,NE_TOT
NA,NEN,NUC,NUCLEAR,NE_TOT
NA,NEN,STE,NA,NE_TOT
NA,NEN,HYD,HYDRO,NE_TOT
NA,NEN,WND,WIND,NE_TOT
NA,NEN,SOL,SOLAR_PV,NE_TOT
NA,NEN,BMSWAS,PRIMARY_SOLID_BIOFUEL,NE_TOT
NA,NEN,GEO,GEOTHERMAL,NE_TOT
NA,NEN,MET,NA,NE_TOT
NA,NEN,ETH,ETHANE,NE_TOT
NA,NEN,BGDO,BIODIESEL,NE_TOT
NA,NEN,H2F,NA,NE_TOT
NA,NEN,ELC,ELECTRICITY,NE_TOT
NA,NEN,STE1AL,NA,NE_TOT
NA,NEN,STE1AH,MAINHEAT,NE_TOT
NA,NEN,STE1AD,NA,NE_TOT
NA,NEN,STE1AR,NA,NE_TOT
NA,NEN,STE1AG,NA,NE_TOT
NA,NEN,STE1AB,NA,NE_TOT
NA,NEN,STE1AH2F,NA,NE_TOT
NA,NEN,STE2LGN,NA,NE_TOT
NA,NEN,STE2OSL,NA,NE_TOT
NA,NEN,STE2GDO,NA,NE_TOT
NA,NEN,STE2RFO,NA,NE_TOT
NA,NEN,STE2OLQ,NA,NE_TOT
NA,NEN,STE2NGS,NA,NE_TOT
NA,NEN,STE2OGS,NA,NE_TOT
NA,NEN,STE2BMS,NA,NE_TOT
NA,NEN,PHEVGSL,NA,NE_TOT
NA,NEN,PHEVGDO,NA,NE_TOT
NA,NEN,CHEVGSL,NA,NE_TOT
NA,NEN,CHEVGDO,NA,NE_TOT
NA,NEN,SLD,NA,NE_TOT
NA,NEN,GAS,NA,NE_TOT
NA,NEN,LQD,NA,NE_TOT
NA,NEN,OLQT,NA,NE_TOT
NA,NEN,NFF,NA,NE_TOT
NA,NEN,NEF,NA,NE_TOT
NA,NEN,HEATPUMP,NA,NE_TOT
NA,PG,REN,NA,NA
NA,PG,HCL,COAL,NA
NA,PG,LGN,LIGNITE,NA
NA,PG,CRO,CRUDE_OIL,NA
NA,PG,LPG,LPG,NA
NA,PG,GSL,MOTOR_GASOLINE_NONBIO,NA
NA,PG,KRS,KEROSENE_JET_NONBIO,NA
NA,PG,GDO,GAS_DIESEL_OIL_NONBIO,NA
NA,PG,RFO,FUEL_OIL_RESIDUAL,NA
NA,PG,OLQ,LIQBIOFUEL_OTH,NA
NA,PG,NGS,NATURAL_GAS,NA
NA,PG,OGS,TCOKEOVS,NA
NA,PG,NUC,NUCLEAR,NA
NA,PG,STE,NA,NA
NA,PG,HYD,HYDRO,NA
NA,PG,WND,WIND,NA
NA,PG,SOL,SOLAR_PV,NA
NA,PG,BMSWAS,PRIMARY_SOLID_BIOFUEL,NA
NA,PG,GEO,GEOTHERMAL,NA
NA,PG,MET,NA,NA
NA,PG,ETH,ETHANE,NA
NA,PG,BGDO,BIODIESEL,NA
NA,PG,H2F,NA,NA
NA,PG,ELC,ELECTRICITY,NA
NA,PG,STE1AL,NA,NA
NA,PG,STE1AH,MAINHEAT,NA
NA,PG,STE1AD,NA,NA
NA,PG,STE1AR,NA,NA
NA,PG,STE1AG,NA,NA
NA,PG,STE1AB,NA,NA
NA,PG,STE1AH2F,NA,NA
NA,PG,STE2LGN,NA,NA
NA,PG,STE2OSL,NA,NA
NA,PG,STE2GDO,NA,NA
NA,PG,STE2RFO,NA,NA
NA,PG,STE2OLQ,NA,NA
NA,PG,STE2NGS,NA,NA
NA,PG,STE2OGS,NA,NA
NA,PG,STE2BMS,NA,NA
NA,PG,PHEVGSL,NA,NA
NA,PG,PHEVGDO,NA,NA
NA,PG,CHEVGSL,NA,NA
NA,PG,CHEVGDO,NA,NA
NA,PG,SLD,NA,NA
NA,PG,GAS,NA,NA
NA,PG,LQD,NA,NA
NA,PG,OLQT,NA,NA
NA,PG,NFF,NA,NA
NA,PG,NEF,NA,NA
NA,PG,HEATPUMP,NA,NA
NA,H2P,REN,NA,NA
NA,H2P,HCL,COAL,NA
NA,H2P,LGN,LIGNITE,NA
NA,H2P,CRO,CRUDE_OIL,NA
NA,H2P,LPG,LPG,NA
NA,H2P,GSL,MOTOR_GASOLINE_NONBIO,NA
NA,H2P,KRS,KEROSENE_JET_NONBIO,NA
NA,H2P,GDO,GAS_DIESEL_OIL_NONBIO,NA
NA,H2P,RFO,FUEL_OIL_RESIDUAL,NA
NA,H2P,OLQ,LIQBIOFUEL_OTH,NA
NA,H2P,NGS,NATURAL_GAS,NA
NA,H2P,OGS,TCOKEOVS,NA
NA,H2P,NUC,NUCLEAR,NA
NA,H2P,STE,NA,NA
NA,H2P,HYD,HYDRO,NA
NA,H2P,WND,WIND,NA
NA,H2P,SOL,SOLAR_PV,NA
NA,H2P,BMSWAS,PRIMARY_SOLID_BIOFUEL,NA
NA,H2P,GEO,GEOTHERMAL,NA
NA,H2P,MET,NA,NA
NA,H2P,ETH,ETHANE,NA
NA,H2P,BGDO,BIODIESEL,NA
NA,H2P,H2F,NA,NA
NA,H2P,ELC,ELECTRICITY,NA
NA,H2P,STE1AL,NA,NA
NA,H2P,STE1AH,MAINHEAT,NA
NA,H2P,STE1AD,NA,NA
NA,H2P,STE1AR,NA,NA
NA,H2P,STE1AG,NA,NA
NA,H2P,STE1AB,NA,NA
NA,H2P,STE1AH2F,NA,NA
NA,H2P,STE2LGN,NA,NA
NA,H2P,STE2OSL,NA,NA
NA,H2P,STE2GDO,NA,NA
NA,H2P,STE2RFO,NA,NA
NA,H2P,STE2OLQ,NA,NA
NA,H2P,STE2NGS,NA,NA
NA,H2P,STE2OGS,NA,NA
NA,H2P,STE2BMS,NA,NA
NA,H2P,PHEVGSL,NA,NA
NA,H2P,PHEVGDO,NA,NA
NA,H2P,CHEVGSL,NA,NA
NA,H2P,CHEVGDO,NA,NA
NA,H2P,SLD,NA,NA
NA,H2P,GAS,NA,NA
NA,H2P,LQD,NA,NA
NA,H2P,OLQT,NA,NA
NA,H2P,NFF,NA,NA
NA,H2P,NEF,NA,NA
NA,H2P,HEATPUMP,NA,NA
NA,H2INFR,REN,NA,NA
NA,H2INFR,HCL,COAL,NA
NA,H2INFR,LGN,LIGNITE,NA
NA,H2INFR,CRO,CRUDE_OIL,NA
NA,H2INFR,LPG,LPG,NA
NA,H2INFR,GSL,MOTOR_GASOLINE_NONBIO,NA
NA,H2INFR,KRS,KEROSENE_JET_NONBIO,NA
NA,H2INFR,GDO,GAS_DIESEL_OIL_NONBIO,NA
NA,H2INFR,RFO,FUEL_OIL_RESIDUAL,NA
NA,H2INFR,OLQ,LIQBIOFUEL_OTH,NA
NA,H2INFR,NGS,NATURAL_GAS,NA
NA,H2INFR,OGS,TCOKEOVS,NA
NA,H2INFR,NUC,NUCLEAR,NA
NA,H2INFR,STE,NA,NA
NA,H2INFR,HYD,HYDRO,NA
NA,H2INFR,WND,WIND,NA
NA,H2INFR,SOL,SOLAR_PV,NA
NA,H2INFR,BMSWAS,PRIMARY_SOLID_BIOFUEL,NA
NA,H2INFR,GEO,GEOTHERMAL,NA
NA,H2INFR,MET,NA,NA
NA,H2INFR,ETH,ETHANE,NA
NA,H2INFR,BGDO,BIODIESEL,NA
NA,H2INFR,H2F,NA,NA
NA,H2INFR,ELC,ELECTRICITY,NA
NA,H2INFR,STE1AL,NA,NA
NA,H2INFR,STE1AH,MAINHEAT,NA
NA,H2INFR,STE1AD,NA,NA
NA,H2INFR,STE1AR,NA,NA
NA,H2INFR,STE1AG,NA,NA
NA,H2INFR,STE1AB,NA,NA
NA,H2INFR,STE1AH2F,NA,NA
NA,H2INFR,STE2LGN,NA,NA
NA,H2INFR,STE2OSL,NA,NA
NA,H2INFR,STE2GDO,NA,NA
NA,H2INFR,STE2RFO,NA,NA
NA,H2INFR,STE2OLQ,NA,NA
NA,H2INFR,STE2NGS,NA,NA
NA,H2INFR,STE2OGS,NA,NA
NA,H2INFR,STE2BMS,NA,NA
NA,H2INFR,PHEVGSL,NA,NA
NA,H2INFR,PHEVGDO,NA,NA
NA,H2INFR,CHEVGSL,NA,NA
NA,H2INFR,CHEVGDO,NA,NA
NA,H2INFR,SLD,NA,NA
NA,H2INFR,GAS,NA,NA
NA,H2INFR,LQD,NA,NA
NA,H2INFR,OLQT,NA,NA
NA,H2INFR,NFF,NA,NA
NA,H2INFR,NEF,NA,NA
NA,H2INFR,HEATPUMP,NA,NA
