IND,ATHHCL,2.69,14,13.213,0,0,20.15,8.435,3.72,18.408,2.26,19.486,8.988,15.135,20.799,23.2,2,8.19,6.695,11.12,4.38,1.6,0,0,0,0,0,0,0,0,0,0,0,0
IDN,ATHHCL,7.155,7.394,0.63,1,0,1.484,4.461,3.85,2.094,8.66,3.975,2.439,4.07,1.02,2.336,3.526,0.84,5.97,2.93,3.92,1.83,0.05,0,0,0,0,0,0,0,0,0,0,0
IRN,ATHHCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,ATHHCL,0,0,1.32,0,0,1.73,0,0,0,0,0.8,0.46,0,1.98,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,ATHHCL,3.02,1.8,1.01,0,0,0.1805,1.224,0,1.85,0.5,0,0.5,0,0,0.07383,1.957,0.427,1.83,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,ATHHCL,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,ATHHCL,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,ATHHCL,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.7,0,0,1.386,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,ATHHCL,0,0,0,0,0,1.1,0,0,0,0,1.311,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,ATHHCL,0,0.1,2.924,0,0,0.065,1.8,0,0.96,0,1.62,1.075,1.768,0,0.055,5.41,0.075,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,ATHHCL,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUS,ATHHCL,0.1,0,0,0.66,0,1.12,0.12,0,0.053,0.7,0.443,0,0.0984,1.631,1.025,0.321,0.061,0,0.03,0.805,0.048,0,0.99,0.33,0,0,0,0,0,0,0,0,0
SRB,ATHHCL,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVN,ATHHCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,ATHHCL,0.8,0,0,0,0,0,1.5896,1.5,0,0,0,1.5896,0,0,0.7948,0.8,0.8,1.5948,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,ATHHCL,1.04,2.09,0.25,0,0,5.532,0.269,0,0.06,0,0,5.262,0.452,1.8,0,0,0,3.098,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,ATHHCL,2.695,0,1.39,0,0,2.19,0.55,0,1.388,0,0,2.735,0.6,2.19666,7.539,0,0.33,2.562,2.588,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,ATHHCL,0,0,0,0,0,0,0,0,0.8,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,ATHHCL,0,0,1.6,0,0,0.426,0,0,0,0,0,1.04,3.552,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,ATHHCL,0,0,6.6205,0,0,0,0.175,0,2.4625,0,4.8025,0,8.2139,0.1062,0.05,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
ARG,ATHBMSWAS,0,0.062,0.044,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,ATHBMSWAS,0.79,0.468,1.528,0,0,0.506,0.087,0,1.119,0.609,0.599,0.352,0.588,0.852,0.556,0.168,0.07,0.582,0.115,0,0.075,0.04,0,0,0,0,0,0,0,0,0,0,0
MEX,ATHBMSWAS,0,0,0,0,0,0,0,0,0,0,0,0.033,0.08,0,0.045,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,ATHBMSWAS,0,0,0.048,0,0,0,0,0,0.122,0,0,0.116,0,0,0.036,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,ATHBMSWAS,0.036,0,0.051,0,0,0,0.156,0,0.558,0,0.114,0.13,0.052,0.038,0.165,0.044,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,ATHBMSWAS,0.368,0.652,0,0,0,0.184,0.379,0,0.035,0,0,0.151,0,0,0,0.478,0.05,0.281,0.478,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,ATHBMSWAS,0,0,0,0,0,0,0,0,0.069,0,0,0.032,0,0,0.165,0,0.043,0.215,0.22,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
IDN,ATHBMSWAS,0,0,0,0,0,2.354,0,0,0,0,0,1.058,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,ATHBMSWAS,0,0,0,0,0,0.065,0.03,0,0.08,0,0.115,0,0.05,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,ATHBMSWAS,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUN,ATHBMSWAS,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,ATHBMSWAS,0,0,0.037,0,0,0,0,0,0.04,0,0.05,0,0.068,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUS,ATHBMSWAS,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,ATHBMSWAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,ATHBMSWAS,0,0,0,0,0,0,0.093,0,0,0,0,0.037,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,ATHBMSWAS,0,0.27,0.119,0,0,0,0,0,0,0,0.05,0.513,0,0.185,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,ATHBMSWAS,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTU,ATHBMSWAS,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWE,ATHBMSWAS,0.13,0,0,0,0,0.257,0.1,0.045,0.09,0,0.075,0,0.053,0.124,0.094,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,ATHBMSWAS,0.06,0.042,0.037,0,0,0.078,0.14,0.095,0.049,0.207,0.062,0.082,0,0.118,0.193,0.05,0.392,0.034,0.099,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,ATHBMSWAS,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,ATHBMSWAS,0,0,0.095,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,ATHBMSWAS,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,ATHBMSWAS,0,0,0,0,0,0,0.041,0,0,0,0.09,0,0.038,0,0,0.15,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,ATHBMSWAS,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,ATHBMSWAS,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,ATHBMSWAS,0,0,0.077,0,0,0.055,0,0,0,0,0,0,0.032,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,ATHBMSWAS,0,0,0.096,0,0,0,0,0,0.049,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,PGAOTHREN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
IDN,PGAOTHREN,0.24,0.58,0,0.115,0,0.22,0.435,0,0,0.275,0.44,0.88,0,0.055,0.235,0,0.36,0.331,1.435,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,PGAOTHREN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,PGAOTHREN,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,PGAOTHREN,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,PGAOTHREN,0,0,0,0,0,0,0.284,0,0.08,0,0,0.165,0,0.294,0.045,0,0.228,0.26,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,PGAOTHREN,0.03,0.33,0.05,0,0,0,0,0.36,0,0.775,0.303,0.062,0,0,0,0,0.07,0,0.33,0.33,0.12,0,0,0,0,0,0,0,0,0,0,0,0
ALB,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUT,PGLHYD,0,0,0,0,0,0.43,0.38,0,0,0.19,0,0,0.48,0,0,0,0.089,0,0,0.95,0,0,0,0,1,0.9,0,0,0,0,0,0,0
BIH,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,PGLHYD,0.1419,0,1.45058,0,0,11.452,1.05188,0.15,4.2756,0,4.008,0.7,1.348,0.64495,1.8198,0,0,0,0,0,0.894,0.342,0.734,0,0,0,0,0,0,0,0,0,0
CAN,PGLHYD,0.245,0,0.235,0,0,0,0.833,0,0.15,0,0.978,0.476,0,0.835,0.605,0.824,0,0,1.1,0,0.32,0.4,0,0,0,0,0,0,0,0,0,0,0
EGY,PGLHYD,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,PGLHYD,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0
FIN,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,PGLHYD,0.3,4.994,0.312,0,0,0.475,0,0.592,0.482,2.49,0.231,1.493,1.671,0.932,1.916,0.81,0.44,0.213,0.73,3.44,3.88,6.217,3.24,0,0,0,0,0,0,0,0,0,0
IDN,PGLHYD,0.51,0.173,0,1.1,0,0,0,0.284,0,1.09,0.195,0,0.27,0,0,0,0,0.11,0.661,2.9,0.287,2.079,0,0,0,0,0,0,0,0,0,0,0
IRN,PGLHYD,0,0,1,0,0,0.45,0.315,0,1,0,1,0,0,0,0,0,0.21,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0
ISR,PGLHYD,0,0.344,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,PGLHYD,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.5619,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,PGLHYD,0,0,0,0,0,0,0,0,0,0.24,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,PGLHYD,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,PGLHYD,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,PGLHYD,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRT,PGLHYD,0.22,0.118,0,0,0,0.153,0,0,0,0,0.256,1.048,0.448,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUS,PGLHYD,0,0,0,0.5,0,0,0,0,0.57,0,2.997,0,0,0,0.1,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVN,PGLHYD,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,PGLHYD,0,0,0,0,0,1.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,PGLHYD,0,0.552,0,0,0,0,0,0,0.882,1.2,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,PGLHYD,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,PGLHYD,0,0.54,0.272,0,0,0.399,0,0,1.4526,1,1.499,0.238,0.507,0.505,1.4561,2.5086,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0
GBR,PGLHYD,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,PGLHYD,0,0,0,2.616,0,0.193,0,1.3,0,0.393,0,0.076,0,0,0,0,0,0,0,0,1.7,0.4,2.65,2.1,0,0,0,0,0,0,0,0,0
ARG,PGANUC,0,0.029,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0
BLR,PGANUC,0,1.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,PGANUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405,0,0,0,0,0,0,0,0,0,0,0,0
CAN,PGANUC,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
CZE,PGANUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0
EGY,PGANUC,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0
FIN,PGANUC,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,PGANUC,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0
HUN,PGANUC,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,PGANUC,0.7,1.4,0.44,0,0,0,0,2,0,1.4,0,1,0.22,1,0,0,0,0,1.2,3.25,0,4.2,2.8,0,0,0,0,0,0,0,0,0,0
IRN,PGANUC,0,0,0,0.3,0,0,0,0,1,1.057,0,0,0,0,0,0,0,0,1.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,PGANUC,0,0,0,0,0,0,0,0,0,1.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,PGANUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0
NGA,PGANUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0
POL,PGANUC,0,0,0,0,1.25,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,1.25,1.25,1.25,1.25,0,0
ROU,PGANUC,0,0,0,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0
RUS,PGANUC,1.255,1.255,1,9.92,0,0.885,1.181,2.34,0,0.32,0,1.18,0,0,1,0.07,2.218,1.188,0,0,2.73,0,0.055,1.8,0,0,1.2,0,0,0,0,2.5,0
SVK,PGANUC,0,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0
SVN,PGANUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0
KOR,PGANUC,1.455,2.8,0,0,0,1.488,1.491,0,0,0,2.095,0,1.048,0,1.048,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,PGANUC,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,PGANUC,0,0,0,4.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,PGANUC,0,0,0,1.15,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0
USA,PGANUC,0,2.5,0,0.81,0.18,1.218,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1.265,0.077,0,0,0,0,0,0,0,0,0,0.25,0
EGY,PGWND,0,0.25,0,0,0,0,0.263,0,0,13.703,0,0,0,0,0,0,0.58,0.252,8,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,PGWND,0.122,0.4,0,3.5,0,0.1,0,0,0,0,0,0,0.033,0.453,0,0.21,0,0.12,0.378,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,PGWND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,PGWND,0.287,0,0,0,0,0.422,0,0,0,0,0.1,0.764,0.138,0.488,0.434,0.311,0.265,0.533,1.671,0.5325,0,0,0,0.04,0,0,0,0,0,0,0,0,0
TUN,PGWND,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,PGWND,0,0.913,0,0,0,0,0.96275,0,0.05,0,0.083,0.025,0.025,0.025,0,1.079,0.494,0.642,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,PGWND,2.7765,4.0353,0.289,0,0,2.632,0.946,0,0.341,0,0.591,2.091,0.354,2.751,2.622,1.744,2.039,3.6849,4.8548,2.0958,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,PGWND,1.433,1.231,0.612,0,0,0.662,0.597,1.07,1.596,1.015,0.902,0.319,1.29,1.795,1.459,0.154,0.563,0.506,2.445,2.118,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,PGWND,0.108,0.03,0.264,0,0,0.704,0.906,0,0.346,0,0.853,0.704,0,0.742,0.321,0.517,1.003,0.583,0,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,PGWND,10.739,9.07,5.244,0,0,8.035,10.801,3.149,1.039,5.696,13.002,8.729,6.554,4.791,8.688,19.29,8.388,15.275,12.263,10.095,1.021,1.75,0,0,0,0,0,0,0,0,0,0,0
JPN,PGWND,0.111,1.1744,0.182,0.201,0,0.12,0.187,0.3448,0,0.283,0.044,0.078,0.126,0.106,0.144,0.427,0.164,0.1121,0.6556,0.518,0.324,0,0,0,0,0,0,0,0,0,0,0,0
TUR,PGWND,0.3564,0.2085,0.359,0,0,1.4106,0.649,0,0.5536,0.695,0.498,0.63035,0.565,0.7596,0.829,1.1548,0.603,0.6154,0.2256,0.0908,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,PGWND,0,0,0,0,0,0,0,0,0,0,0.011,0,0.134,0,0.011,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRN,PGWND,0,0.11,0.028,0,0,0,0.15,0,0,0,0,0.03,0,0,0.018,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,PGWND,0.042,0.276,0.015,0,0,0.115,0.154,0.296,0.074,0.759,0.051,0.147,0,0.08,0.115,0,0.032,0.084,0.151,0.902,0.06,0,0,0,0,0,0,0,0,0,0,0,0
SAU,PGWND,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISR,PGWND,0.102,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDN,PGWND,0,0.03,0,0,0,0,0.072,0,0.01,0.07,0,0,0,0,0,0,0.075,0,0.1,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0
AUT,PGWND,0.03,0.059,0,0,0,0.112,0.083,0,0.273,0,0.251,0.177,0.131,0.337,0.254,0.059,0.132,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,PGWND,0.099,0.018,0.034,0,0,0.049,0.078,0,0,0,0.037,0.058,0.163,0.054,0.153,0.034,0.082,0.119,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0
BIH,PGWND,0,0.157,0,0,0,0,0.036,0,0,0.02,0,0,0,0,0,0,0.051,0.048,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGR,PGWND,0,0,0.325,0,0,0,0,0.592,0,0,0.054,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRV,PGWND,0.03,0.161,0,0,0,0.034,0.012,0,0.111,0,0.051,0.099,0.011,0,0.084,0.058,0.01,0.286,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,PGWND,0,0,0,0,0,0,0.016,0,0,0,0.038,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,PGWND,0.036,0.05385,0.146,0,0,0.186,0,0,0.249,0,0.148,0.174,0.124,0.08,0.167,0.201,0.309,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,PGWND,0,0.06,0.016,0,0,0,0,0,0.022,0,0.101,0,0.024,0,0.018,0,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,PGWND,1.9389,2.50014,0.041,0,0,0.596,0.2408,2.793,0.207,1.997,0.024,0.463,0,0.134,0.375,0.401,0,0.671,3.0775,1.1065,0.2,0,0,0,0,0,0,0,0,0,0,0,0
FRA,PGWND,0.59966,0.2342,1.102,0.015,0,1.6141,1.2176,0.0801,0.5774,0.1334,0.7422,1.7525,0.93955,0.7581,0.9484,0.6975,1.3729,0.461,0.2307,0.2894,0.0891,0.02,0,0,0,0,0,0,0,0,0,0,0
DEU,PGWND,1.635,3.635,0.663,0,0,2.844,0.494,0.017,1.595,0.148,1.594,3.196,0.799,2.84,2.734,0.669,1.646,1.534,2.393,0.688,0.062,0,0,0,0,0,0,0,0,0,0,0,0
GRC,PGWND,0.0986,0.028,0.151,0,0,0.222,0.643,0,0.07,0,0.09,0.244,0.282,0.089,0.146,0.455,0.141,0.245,0.027,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0
HUN,PGWND,0,0,0.128,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
